"path1ID","path2ID","state","","contactcube1","contactcube2"
"9","5","CONTACT","","31","231"
"8","7","DISCONTACT","",
"8","6","CONTACT","","231","381"
"8","4","DISCONTACT","",
"8","3","DISCONTACT","",
"8","2","DISCONTACT","",
"8","1","DISCONTACT","",
"7","6","DISCONTACT","",
"7","4","CONTACT","","181","481"
"7","3","CONTACT","","31","31"
"7","2","CONTACT","","31","131"
"7","1","CONTACT","","31","31"
"6","4","DISCONTACT","",
"6","3","DISCONTACT","",
"6","2","DISCONTACT","",
"6","1","DISCONTACT","",
"4","3","CONTACT","","531","731"
"4","2","CONTACT","","31","31"
"4","1","DISCONTACT","",
"3","2","CONTACT","","181","481"
"3","1","CONTACT","","31","31"
"2","1","DISCONTACT","",

































